State,Account Length,Area Code,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Intl Mins,Intl Calls,CustServ Calls,Churn?
NV,Short,415,no,no,None,100->200,100->150,300->400,100->150,100->200,50->100,0->100,0->5,0->5,False.
NY,Short,415,yes,no,None,300->400,50->100,200->300,50->100,200->300,100->150,0->100,5->10,0->5,True.
FL,Long,415,no,yes,Middle(13->23),100->200,100->150,100->200,100->150,100->200,100->150,0->100,5->10,0->5,False.
KS,Middle_Length,415,yes,yes,Middle(13->23),200->300,100->150,200->300,50->100,100->200,100->150,0->100,0->5,0->5,True.
NV,Long,510,no,no,None,100->200,100->150,100->200,100->150,200->300,100->150,0->100,0->5,0->5,False.
NV,Long,408,no,no,None,200->300,150->200,100->200,50->100,100->200,100->150,0->100,0->5,0->5,False.
SC,Short,415,no,yes,Middle(13->23),100->200,100->150,200->300,50->100,200->300,100->150,0->100,0->5,0->5,False.
MI,Short,415,no,yes,Middle(13->23),100->200,50->100,100->200,100->150,200->300,100->150,0->100,0->5,0->5,False.
MI,Short,510,no,yes,Middle(13->23),0->100,100->150,100->200,100->150,0->100,100->150,0->100,5->10,0->5,False.
TN,Short,510,no,no,None,100->200,50->100,100->200,100->150,200->300,50->100,0->100,0->5,0->5,False.
NY,Long,510,no,yes,Middle(13->23),200->300,100->150,200->300,100->150,200->300,50->100,0->100,5->10,0->5,False.
NV,Middle_Length,510,no,no,None,100->200,100->150,100->200,50->100,100->200,50->100,0->100,5->10,0->5,False.
IL,Long,510,no,no,None,100->200,100->150,200->300,50->100,100->200,100->150,0->100,5->10,0->5,False.
MS,Long,415,no,no,None,200->300,50->100,200->300,50->100,100->200,50->100,0->100,0->5,0->5,False.
ND,Short,510,no,no,None,100->200,50->100,200->300,50->100,100->200,100->150,0->100,0->5,0->5,False.
NC,Long,415,no,no,None,200->300,100->150,100->200,50->100,0->100,50->100,0->100,0->5,0->5,False.
